bestResult,current mAUC,current BCA,current ADAS13,Current VenICV,f_eval_count,data_path,seed,test_fold,batch_size,epochs,checkpoint,input_size,label,window,log_path,lr,l2,hidden_size
1.0697253885138427,0.880979994018668,0.7784033972773033,4.8220488234873145,0.004874986148325329,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,2.738420e-03,2.371374e-07,484
0.7985640916594495,0.9110808896444255,0.8456709000072493,4.437399215900147,0.0030355343058803604,2,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,4.869675e-04,2.371374e-06,964
0.7985640916594495,0.9002012665732739,0.8018221263621731,5.165123916419305,0.006148680157056611,3,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.154782e-03,1.333521e-07,604
0.7985640916594495,0.8977275136022833,0.79832090154758,4.105590351522158,0.004277465736459065,4,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.539927e-05,1.333521e-06,844
0.7307524492925328,0.9311642085491073,0.8569988405602684,3.9191800300697457,0.0030379518618910426,5,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,2.053525e-04,7.498942e-06,244
0.7307524492925328,0.6642241845188438,0.5093174935942232,10.940369423109026,0.011064394233435824,6,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,6.493816e-03,4.216965e-07,364
0.7307524492925328,0.898186449659746,0.8129927102964895,4.300262403490252,0.004516525093756626,7,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,8.659643e-05,7.498942e-07,124
0.7307524492925328,0.8906373266594261,0.8085956132648473,4.266274129524902,0.0030325792156997112,8,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,3.651741e-05,4.216965e-06,724
0.7307524492925328,0.8917772426059718,0.8046591970596041,4.335656138571659,0.0045477275875126615,9,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.968605e-05,3.005183e-06,528
0.7307524492925328,0.8853193978792505,0.7928573736108181,4.09752584436096,0.00637243418831648,10,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,6,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.318371e-05,6.651036e-06,427
