bestResult,current mAUC,current BCA,current ADAS13,Current VenICV,f_eval_count,data_path,seed,test_fold,batch_size,epochs,checkpoint,input_size,label,window,log_path,lr,l2,hidden_size
1.0141252699980225,0.8859070543237568,0.7993143697425319,5.092087294376438,0.004262423042135668,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.154782e-03,1.333521e-07,604
0.9159019472027226,0.8888173007793402,0.8082715779456205,5.072184987633154,0.0031967428609617557,2,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,4.869675e-04,2.371374e-06,964
0.9159019472027226,0.8596807293014695,0.7676443047963509,4.698653448655772,0.004359497223114925,3,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.539927e-05,1.333521e-06,844
0.9159019472027226,0.8449073706611451,0.7490542506600905,5.715869137449389,0.006091102273159274,4,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,2.738420e-03,2.371374e-07,484
0.8845509625195949,0.8615467747965375,0.7687582806332324,4.63197094992288,0.0023556207075872975,5,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,3.651741e-05,4.216965e-06,724
0.8845509625195949,0.530593621487936,0.5194127089699005,28.496545845768697,0.025846200571917024,6,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,6.493816e-03,4.216965e-07,364
0.8845509625195949,0.8450898110603055,0.7685989838302868,5.1447337524966334,0.002305121583195167,7,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,2.053525e-04,7.498942e-06,244
0.8845509625195949,0.850853478273373,0.7514823566116329,4.867798515796382,0.004343649019682873,8,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,8.659643e-05,7.498942e-07,124
0.8845509625195949,0.8402535875535616,0.7405667898696034,5.081934881191654,0.0088605864883482,9,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.014102e-05,4.319441e-06,547
0.8845509625195949,0.854701003652259,0.757597026057797,4.819959394130837,0.004350459543832718,10,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.348053e-05,5.101380e-06,1013
0.8845509625195949,0.8452739194202398,0.7505233595346259,5.193731416626584,0.004925099912180106,11,/home/zyguo/storage/LSTM_Exp/hord_LSTM/data,17,1,128,450,/home/zyguo/storage/LSTM_Exp/hord_LSTM/checkpoints,23,all,1,/home/zyguo/storage/LSTM_Exp/hord_LSTM/log,1.095875e-05,5.221909e-06,542
